Filename,brightness,contrast,Michelson_Contrast,sharpness,Sharpness_Tenengrad,Noise_STD_CenterPatch,noise,Noise_STD_Estimated,quality_class
R7.rvg,150.935075299777,28.958741075630712,1.000000239,342.5894967802421,20.66582136,18.886074,4.790820950044456,0.0,low_contrast
R4.rvg,166.3641354353402,33.578647918886645,1.00000012,114.53339364574148,12.11867933,26.026749,2.717072688410743,0.0,low_contrast
IS20250218_193552_3393_78829426.dcm,174.3123318119112,49.56418531051903,1.0,182.42906662135908,30.25054652,33.575405,3.8095698953562405,0.0,noisy
IS20250115_171841_9465_61003253.dcm,167.4404228364872,51.20985469949122,1.0,71.57315632318479,17.85988777,26.23379,2.8813253154869827,0.2506662,blurry
Reference_Output_Quality.jpg,102.1444930462692,58.527163202184674,1.0,137.33237937449252,39.75496093,45.567837,3.8908981935917284,0.9793029,noisy
IS20250218_193621_8940_10081171.dcm,171.72547073731545,32.70449133767802,1.0,245.37409840146722,40.48600312,25.08093,5.375439240559411,0.0,low_contrast
IS20250221_192657_5718_56712676.dcm,147.3785410953385,44.86977836627211,1.0,372.78647400909745,55.10942426,24.7633,6.286065385627686,0.0,noisy
IS20250116_180218_7445_56958340.dcm,108.09229239605816,86.97217587671389,1.0,94.03197622804416,26.59447044,86.07196,3.240400237140559,0.0,blurry
IS20250218_193621_8940_10081171.dcm,166.8907222408522,34.48115393991306,1.0,222.4757013159118,40.48600312,25.08093,4.66490996073937,0.0,low_contrast
IS20250218_193552_3393_78829426.dcm,174.14161994626454,50.176409002081634,1.0,167.094318145411,30.25054652,33.575405,4.180490074317011,0.0,noisy
IS20250115_190348_9148_86297118.dcm,127.34319611962091,68.04579380818781,1.0,122.45132023378568,29.18777522,53.58515,3.7139339146024697,0.0,blurry
IS20250115_171841_9465_61003253.dcm,177.64553618930304,47.03629278272131,1.0,84.02857988067905,17.85988777,26.23379,2.9669569337357644,0.2506662,blurry
R6.rvg,151.67227601626925,34.210373232931374,1.0,178.32396609341706,15.98290008,17.681349,3.0568424867576405,0.0,good
R4.rvg,154.2867175598647,30.35324159500484,1.00000012,110.36300308484228,12.11867933,26.026749,2.627034661554564,0.0,low_contrast
IS20250218_193552_3393_78829426.dcm,173.60251134751803,50.208612159544415,1.0,165.96703175940468,30.25054652,33.575405,3.945537412826796,0.0,noisy
IS20250116_180218_7445_56958340.dcm,120.58657547913258,85.85530491776615,1.0,86.58963436197848,26.59447044,86.07196,3.271495301251949,0.0,blurry
IS20250218_193552_3393_78829426.dcm,185.2261768142932,48.1507033035939,1.0,184.11555562800328,30.25054652,33.575405,4.0295381069568785,0.0,noisy
Reference_Output_Quality.jpg,91.5183162721274,63.5363481336259,1.0,124.71882326684904,39.75496093,45.567837,3.6479568254504056,0.9793029,noisy
IS20250218_193552_3393_78829426.dcm,184.0631441768957,52.836265237008725,1.0,186.98923831319328,30.25054652,33.575405,3.9051898547724955,0.0,noisy
IS20250221_192657_5718_56712676.dcm,133.09382310421992,45.432604635697025,1.0,366.45472058744616,55.10942426,24.7633,6.765459413991589,0.0,noisy
,,,,,,,,,good
R4.rvg,177.7894123565137,31.447914147758148,1.00000012,118.44667608126504,12.11867933,26.026749,2.3380890612899257,0.0,low_contrast
Reference_Output_Quality.jpg,92.79388684751068,66.64071116046816,1.0,124.24855412051248,39.75496093,45.567837,3.800552893041839,0.9793029,noisy
R5.rvg,133.62768871031972,39.6412983393469,1.000000239,200.12567804684764,16.43563727,20.351572,3.489512266683859,0.0,good
R5.rvg,147.9247129779137,46.31725295941125,1.000000239,184.13490536443405,16.43563727,20.351572,3.262071954941417,0.0,good
IS20250116_180218_7445_56958340.dcm,124.23194208211368,81.97821208695159,1.0,90.20289282796855,26.59447044,86.07196,2.8933360941951234,0.0,blurry
,,,,,,,,,good
IS20250115_191316_7227_10120577.dcm,131.49993370118102,79.43653867505836,1.0,102.08708687713957,26.01496782,74.08104,3.3567254585800894,0.0,blurry
R6.rvg,160.81071418667537,35.3696332695131,1.0,191.5224296249512,15.98290008,17.681349,3.1206649521871572,0.0,good
IS20250218_193621_8940_10081171.dcm,159.41188400070058,37.844351096756476,1.0,205.1671400159312,40.48600312,25.08093,4.709674320822716,0.0,low_contrast
IS20250115_191316_7227_10120577.dcm,116.14330343177866,76.95287706003901,1.0,107.01540645777366,26.01496782,74.08104,3.236698163220679,0.0,blurry
IS20250218_193621_8940_10081171.dcm,162.21262295885467,34.24206253899959,1.0,229.80688652318526,40.48600312,25.08093,5.2642619313458665,0.0,low_contrast
IS20250218_193552_3393_78829426.dcm,172.31523362374693,49.812105838642964,1.0,171.80310748092052,30.25054652,33.575405,3.9393619068261843,0.0,noisy
Reference_Output_Quality.jpg,88.09837054328496,62.43845886342595,1.0,119.09551326414275,39.75496093,45.567837,4.187488612464611,0.9793029,noisy
R10.rvg,168.78264407362354,35.01200937464617,0.999999761,215.77187284603693,16.25354893,14.730854,3.5523034245397183,0.0,good
IS20250115_171841_9465_61003253.dcm,172.82191806011136,47.918056663375744,1.0,78.81810239411298,17.85988777,26.23379,2.475843169558346,0.2506662,blurry
IS20250115_171841_9465_61003253.dcm,175.4026581558016,50.72808113378622,1.0,84.22037470251092,17.85988777,26.23379,2.7067803309623937,0.2506662,blurry
IS20250218_193552_3393_78829426.dcm,175.9031319019767,49.65134922293066,1.0,180.8119889048071,30.25054652,33.575405,4.000754441311562,0.0,noisy
R6.rvg,143.62990738883985,34.5569418805163,1.0,181.22930578093886,15.98290008,17.681349,3.224762425662422,0.0,good
IS20250116_180218_7445_56958340.dcm,114.10538167283983,74.11551553262447,1.0,93.0213293103456,26.59447044,86.07196,3.311423439050422,0.0,blurry
IS20250218_193621_8940_10081171.dcm,152.6468120012503,34.36102568436436,1.0,249.33195485758222,40.48600312,25.08093,4.617328298977273,0.0,low_contrast
R9.rvg,188.80617085138135,46.54397282280981,1.0,161.18283430401934,13.68134171,19.252546,3.028046350400636,0.0,good
R7.rvg,158.35229491533744,30.598046932493745,1.000000239,354.8050890048737,20.66582136,18.886074,4.381728973788292,0.0,low_contrast
R5.rvg,142.3461521675711,41.12206317613143,1.000000239,173.28184283367554,16.43563727,20.351572,3.462699027399086,0.0,good
R6.rvg,140.87890017768703,35.502296764303146,1.0,178.68958362604664,15.98290008,17.681349,3.1742098812111887,0.0,good
